Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
1695,509679,509929,4.120769231,3.809230769,1164,434
1696,509999,510113,4.288333333,3.813333333,1335,522
1697,510695,510952,4.636153846,4.254615385,847,521
1698,511237,511890,4.818181818,4.344242424,859,583
1699,512159,512449,5.001333333,4.494666667,977,493
1700,512514,512793,4.942857143,4.580714286,881,598
1701,512997,513072,5.1175,4.4675,966,570
1702,513115,513247,5.07,4.484285714,967,615
1703,513456,513624,4.991111111,4.583333333,961,513
1704,513674,514146,4.825416667,4.41,939,604
1705,514176,514786,5.011935484,4.48,911,565
1706,515295,515429,5.101428571,4.471428571,1042,572
1707,516193,516288,4.806,4.432,1002,355
1708,516880,517029,4.88375,4.25625,728,540
1709,517118,517286,5.331111111,4.45,741,465
1710,517592,517704,5.04,4.503333333,824,554
1711,517975,518208,5.284166667,4.5525,857,499
1712,518236,518629,5.347,4.5285,920,511
1713,518892,519027,5.257142857,4.444285714,981,466
1714,519092,519266,5.103333333,4.505555556,956,465
1715,519296,519387,4.828,4.37,973,486
1716,519416,519607,4.74,4.295,997,482
1717,521295,522664,4.695942029,4.315072464,906,490
1718,522768,522966,5.104,4.603,1068,338
1719,523028,523244,4.644545455,4.310909091,1025,372
1720,523369,523945,4.79862069,4.303448276,1239,396
1721,523973,525862,5.371368421,4.844736842,1220,345
1722,525948,526058,5.748333333,5.215,1208,291
1723,526088,526922,5.718809524,5.29952381,1179,307
1724,528471,528603,5.478571429,4.877142857,866,515
1725,528851,528921,5.1475,4.7975,877,574
1726,529225,529301,5.3,4.88,879,618
1727,529486,529837,5.690555556,5.091111111,933,578
1728,530124,530199,6.08,5.265,927,501
1729,530425,530556,5.91,5.314285714,908,491
1730,530666,530743,6.0725,5.35,915,466
1731,530843,530918,5.16,4.79,1047,538
1732,530947,531157,4.614545455,4.305454545,1010,574
1733,531346,531436,4.554,4.062,687,468
1734,531484,531762,4.425714286,4.264285714,677,518
1735,531783,531957,4.635555556,4.28,672,496
1736,531987,532239,4.467692308,4.163076923,699,519
1737,532347,532460,4.791666667,4.233333333,1086,396
1738,532683,533020,4.665882353,4.411875,1012,39
1739,533202,533454,4.716153846,4.671538462,892,180
1740,534003,534079,5.06,4.675,1219,613
1741,534122,534639,5.091538462,4.607692308,1144,659
1742,535007,535137,5.711428571,4.867142857,837,514
1743,535286,535496,4.819090909,4.61,792,487
1744,535603,535679,4.82,4.49,817,454
1745,535701,535777,4.9225,4.47,824,417
1746,536201,536319,4.68,4.34,1303,420
1747,536961,537077,4.491666667,4.168333333,1038,837
1748,537625,537953,5.422352941,4.778235294,1092,634
1749,538422,538577,NA,4.69875,1050,453
1750,538740,538816,4.6875,4.145,1099,386
1751,538844,539015,NA,4.011111111,1135,498
1752,539085,539155,4.4225,4.3,1025,124
1753,539186,539276,4.49,4.352,1020,166
1754,539718,539888,4.526666667,4.177777778,846,426
1755,540258,541033,4.437179487,3.941025641,1281,874
1756,541063,541252,4.732,4.153,1392,813
1757,541361,541511,4.667142857,4.244285714,1382,735
1758,541820,541952,4.667142857,4.4,1318,517
1759,542198,542711,5.145,4.598846154,1369,569
1760,543079,543171,5.288,4.744,846,629
1761,544342,544492,5.1825,4.84625,1167,651
1762,545039,545110,4.845,4.856666667,617,115
1763,545336,545466,4.806666667,4.408333333,1153,638
1764,545584,545673,5.314,4.606,1103,598
1765,545703,545772,5.395,4.7,1101,623
1766,545854,546071,5.256363636,4.805454545,1106,678
1767,546915,547146,4.679166667,4.82,908,236
1768,547557,547649,4.45,NA,396,326
1769,548213,548331,5.13,4.65,947,602
1770,548353,548612,5.261538462,4.668461538,918,559
1771,548633,548991,5.033333333,4.460555556,922,510
1772,549914,549990,NA,4.485,1393,497
1773,550380,550450,4.915,4.585,710,344
1774,550520,550689,5.012222222,4.582222222,720,305
1775,551019,551270,4.730769231,4.609230769,1047,116
1776,551319,551705,4.718,4.593,967,241
1777,552017,552329,4.806875,4.425,1124,619
1778,552419,552568,4.8825,4.76375,774,283
1779,552636,552866,4.904166667,4.700833333,887,109
1780,552936,553005,4.915,4.6175,900,123
1781,553936,554086,4.11,4.022857143,1299,425
1782,554232,554308,4.326666667,NA,1201,367
1783,554451,554566,3.54,4.11,1438,500
1784,554855,555064,4.21,4.127272727,1541,478
1785,555194,555263,4.44,4.2625,1561,474
1786,555412,555563,4.5425,4.10125,1101,460
1787,555592,555702,4.396666667,4.0175,1044,496
1788,556312,556402,4.52,4.22,875,596
1789,557031,557161,4.261428571,4.077142857,1069,105
1790,557288,557386,4.46,3.984,1184,112
1791,557408,557484,4.295,3.9275,1201,72
1792,557510,557582,4.33,3.9275,1200,125
1793,557869,557941,4.3775,3.815,1173,708
1794,558068,558201,4.505714286,4.132857143,916,450
1795,558268,558601,4.733529412,4.347058824,879,438
1796,558888,559041,4.94375,4.5075,1178,709
1797,559127,559202,5.07,4.5425,1169,676
1798,559671,559838,5.627777778,4.866666667,885,534
1799,559956,560044,5.002,4.56,860,491
1800,560212,560303,4.744,4.36,1155,375
1801,560368,560521,4.6725,4.255,1073,413
1802,560548,560816,4.69,4.340714286,1034,430
1803,560846,561197,4.644444444,4.286111111,1024,404
1804,561751,561822,4.9425,4.4075,1169,551
1805,561865,561984,5.015,4.471666667,1193,484
1806,562467,562777,4.515625,4.198125,974,427
1807,562846,562916,4.4075,4.06,833,413
1808,563085,563722,4.2328125,3.9140625,857,540
1809,563746,564255,4.154230769,3.784230769,871,681
1810,564511,565539,4.108269231,3.790961538,865,483
1811,565828,565899,4.285,3.8475,1112,507
1812,565929,566142,4.222727273,3.81,1046,459
1813,566223,566957,4.169459459,3.866486486,753,494
1814,567288,567376,4.53,4.104,1087,436
1815,567425,567621,4.533,4.145,1130,450
1816,567785,568156,4.491052632,4.109411765,853,472
1817,568366,568680,4.575,4.068125,1007,504
1818,568710,568832,4.707142857,4.174285714,969,515
1819,569082,569655,4.590344828,4.153448276,781,342
1820,569762,569872,4.81,4.158333333,972,349
1821,570106,570179,NA,4.0975,642,327
1822,570202,570337,4.75,4.101428571,619,296
1823,570405,570592,4.656,4.304,745,338
1824,571260,571379,4.756666667,4.412,1044,793
1825,571424,571579,4.7075,4.285,1051,754
1826,571608,571717,4.605,4.226666667,1074,745
1827,572204,572278,5.43,4.49,837,568
1828,572399,572616,4.693636364,4.19,817,584
1829,572660,572757,4.128,3.8,824,523
1830,572821,573194,3.909473684,3.689473684,723,519
1831,573263,573438,3.97625,3.701111111,848,522
1832,573481,573632,4.135,3.79375,889,412
1833,573700,573913,4.291818182,3.913636364,947,466
1834,574085,574176,4.63,4.148,747,391
1835,574204,574415,4.84,4.203636364,929,462
1836,574484,574654,4.681111111,4.162222222,1073,596
1837,574702,574793,4.552,4.018,1068,527
1838,574882,575473,4.294333333,3.864285714,932,611
1839,575502,575773,4.228571429,3.828571429,934,616
1840,575859,576108,4.388461538,3.84,944,611
1841,576198,576270,4.4325,3.8775,939,579
1842,576419,576692,4.454285714,4.1,879,545
1843,576722,576853,4.765714286,4.342857143,856,553
1844,576904,577116,4.699090909,4.354545455,837,651
1845,577257,577351,4.944,4.396,850,566
1846,577378,577492,4.841666667,4.306666667,860,609
1847,577518,577829,4.89875,4.25375,865,614
1848,577998,578873,4.192727273,3.8075,868,575
1849,578917,579111,3.973,3.711,878,611
1850,579176,579414,4.141666667,3.733333333,772,600
1851,579496,579891,4.1355,3.8635,800,515
1852,580019,580130,4.215,3.85,825,454
1853,580201,580271,4.23,3.8575,844,584
1854,580302,580372,4.345,3.88,815,587
1855,580499,580653,4.26625,3.8675,843,671
1856,580716,581033,4.1175,3.8225,856,459
1857,581181,581350,4.105555556,3.777777778,1088,392
1858,581419,581753,4.164705882,3.803529412,1036,518
1859,581854,581931,4.275,3.73,1070,623
1860,581958,582051,4.244,3.74,1045,622
1861,582336,582792,4.430434783,4.12173913,939,406
1862,583018,583370,4.315555556,3.992222222,1013,399
1863,583657,583751,4.402,4.038,948,348
1864,583840,584131,4.412666667,4.032,776,311
1865,584173,584770,4.1,3.773333333,847,426
1866,584872,585509,4.3784375,3.9921875,826,359
1867,585592,585906,4.664375,4.29375,841,557
1868,586034,586125,4.626,4.232,841,534
1869,586214,586925,4.613888889,4.226388889,784,477
1870,587117,587550,4.500454545,4.102272727,807,497
1871,587771,588069,4.293333333,3.878666667,886,444
1872,588112,588189,4.515,3.9125,988,446
1873,588312,588384,4.3875,3.78,977,469
1874,588511,588621,4.14,3.785,940,425
1875,588670,588804,4.127142857,3.77,969,448
1876,588830,589167,4.194705882,3.767058824,961,427
1877,589217,589306,4.0575,3.694,1012,480
1878,589393,589466,4.1225,3.745,1040,545
1879,589514,589963,4.320869565,3.953043478,962,547
1880,589993,590104,4.44,4.038,958,528
1881,590311,590561,4.756923077,4.183846154,782,567
1882,590611,591003,4.3885,4.13,807,396
1883,591412,591687,4.501538462,4.047857143,980,582
1884,591993,592087,4.186,3.862,814,529
1885,592177,592346,4.276666667,3.972222222,926,568
1886,592469,592623,4.26,4.00375,736,580
1887,592673,592923,4.662307692,4.03,757,630
1888,593009,593185,4.573333333,4.146666667,738,454
1889,593217,593524,4.44125,4.1,785,434
1890,593574,593704,4.332857143,4.062857143,771,489
1891,593812,594006,4.635,4.206,1086,424
1892,594092,594184,4.38,4.148,1036,375
1893,594351,594698,4.626666667,3.975294118,1046,634
1894,594809,595284,4.866666667,4.180869565,837,668
1895,596051,596164,3.983333333,3.998333333,914,680
1896,596772,597142,4.792631579,4.367894737,992,694
1897,597172,597303,5.048571429,4.35,990,700
1898,597346,597603,5.008461538,4.343076923,967,703
1899,597670,597783,5.201666667,4.326666667,1064,743
1900,597810,598043,5.24,4.341666667,1121,727
1901,598167,598243,5.34,4.435,1078,693
1902,598330,598723,NA,4.3885,1207,753
1903,598928,599043,NA,4.351666667,1149,750
1904,599069,599514,5.066666667,4.378695652,1130,747
1905,599604,600262,5.43,4.219090909,1179,756
1906,600550,601039,NA,4.2668,1166,702
1907,601370,601480,5.018333333,4.25,1061,570
1908,601651,601721,NA,4.2575,1125,647
1909,602063,602313,5.258461538,4.538461538,1063,638
1910,602402,602517,5.228333333,4.455,1052,631
1911,602542,603080,5.041481481,4.421481481,1024,614
1912,603167,603396,4.8925,4.639166667,900,632
1913,603426,603893,5.565,4.588333333,1065,617
1914,604122,605357,NA,4.60516129,1065,601
1915,605467,605557,4.93,4.646,741,98
1916,605827,605897,4.8725,4.51,825,10
1917,606002,606156,4.76125,4.48625,574,323
1918,606325,606414,4.772,4.358,1059,672
1919,606464,606614,4.8925,4.395,1084,697
1920,606944,607275,5.040588235,4.578823529,1089,652
1921,607365,607556,4.99,4.53,1066,698
1922,607584,608496,5.085869565,4.584565217,1044,686
1923,608584,608777,5.092,4.604,1053,662
1924,608799,609073,5.048571429,4.549285714,1065,639
1925,609321,609435,5.615,4.623333333,1125,515
1926,609459,609554,5.728,4.72,1152,502
1927,609739,610296,5.58,4.678214286,1105,602
1928,610317,610732,5.6,4.779047619,1069,605
1929,611021,611176,5.53625,4.89,1070,683
1930,611262,611435,5.411111111,4.931111111,1062,603
1931,611741,612016,5.18,4.699285714,1044,443
1932,612098,612534,5.287727273,4.702727273,1013,454
1933,612662,612773,5.125,4.558333333,1061,506
1934,613061,613192,5.132857143,4.542857143,1131,692
1935,613381,613612,4.744166667,4.250833333,1110,637
1936,613762,613853,4.6175,4.292,991,606
1937,615315,615434,4.431666667,4.146666667,861,500
1938,615615,615773,4.37375,3.97625,931,502
1939,615842,616089,4.143846154,3.868461538,882,411
1940,616734,616886,4.72,4.1675,1075,522
1941,616916,617028,4.671666667,4.203333333,1072,575
1942,617617,617892,4.380714286,4.026428571,738,408
1943,617942,618033,4.498,3.934,809,375
1944,618113,618825,4.361666667,3.975555556,808,447
1945,618993,619509,4.535,3.988461538,864,411
1946,619538,619627,4.634,4.042,818,411
1947,620034,620408,4.301578947,4.021052632,1014,305
1948,620934,621045,4.501666667,3.946666667,1098,621
1949,621594,621929,4.39,4.034705882,762,490
1950,621972,622265,4.327333333,3.912,844,499
1951,622335,622485,4.29375,3.96,923,365
1952,623371,623447,4.82,4.2675,927,615
1953,623891,623985,4.93,4.362,787,420
1954,624011,624147,4.567142857,4.234285714,826,480
1955,624190,624362,4.4,4.076666667,895,436
1956,624411,624524,4.343333333,4.051666667,824,493
1957,624551,624741,4.318,4.011,819,499
1958,624831,625065,4.500833333,4.108333333,851,403
1959,625091,625422,4.544705882,4.082941176,840,394
1960,625450,625681,4.426666667,4.024166667,872,373
1961,625709,625822,4.558333333,4.021666667,853,338
1962,625849,625941,4.458,4.026,839,385
1963,625974,626368,4.515,4.059,826,425
1964,626494,626678,4.595,4.162,850,577
1965,626969,627199,4.768333333,4.274166667,722,571
1966,627529,627599,4.51,4.1025,743,554
1967,627629,627878,4.761538462,4.169230769,755,520
1968,627908,627986,4.83,4.2775,774,518
1969,628108,628463,4.564444444,4.160555556,772,376
1970,628867,628963,4.514,4.152,740,425
1971,629047,629306,4.605384615,4.126153846,792,358
1972,629569,629725,4.4075,4.05625,908,343
1973,629774,629885,4.446666667,4.068333333,927,408
1974,630054,630144,4.406,4.012,857,476
1975,630172,630324,4.45,4.065,824,459
1976,630987,631163,4.41,4.05875,969,552
1977,631192,631482,4.412,4.077142857,964,587
1978,631512,631843,4.455882353,4.096470588,920,563
1979,631910,632023,4.516666667,4.135,998,594
1980,632353,632423,4.565,4.2425,764,287
1981,632450,632783,4.347647059,4.032941176,830,296
1982,633005,633202,4.243,3.962,684,441
1983,633649,633877,4.506666667,4.049166667,1067,439
1984,634345,634441,4.698,4.138,833,512
1985,634506,634718,4.545454545,4.1,735,617
1986,634745,634941,4.543,4.006,802,570
1987,635051,635122,4.495,4,821,468
1988,635149,635702,4.424642857,3.962857143,821,503
1989,635766,635901,4.252857143,3.9,870,636
1990,635928,636000,4.3075,3.87,882,620
1991,636207,636401,4.526,4.03,852,432
1992,636425,636498,4.4075,4.0225,837,464
1993,636524,636660,4.551428571,3.994285714,832,519
1994,636683,636961,4.418571429,3.92,812,544
1995,637210,637841,4.431875,3.978125,870,514
1996,637861,637959,4.638,3.972,884,486
1997,638002,638078,4.37,4.0175,939,477
1998,638122,638219,4.578,4.014,932,498
1999,638244,638360,4.456666667,3.991666667,894,505
2000,638425,638536,4.41,3.986666667,754,468
2001,638566,638697,4.418571429,4.031428571,786,458
2002,638747,638817,4.435,4.045,880,340
2003,638922,639197,4.356428571,4.080714286,926,252
2004,639287,639376,4.588,4.232,924,406
2005,639524,639678,4.93625,4.355,887,511
2006,640766,640900,4.697142857,4.36,794,389
2007,640964,641178,4.696363636,4.372727273,907,389
2008,641661,642017,4.694444444,4.116111111,813,449
2009,642219,642339,4.621666667,4.133333333,1055,368
2010,642441,642678,4.6975,4.0975,1048,429
2011,642721,642958,4.515833333,4.168333333,929,407
2012,643203,643453,4.579230769,4.123846154,975,427
2013,643503,643678,4.91,4.23,988,486
2014,643763,644277,4.41,4.087307692,893,462
2015,644443,644537,4.296,4.022,889,429
2016,644820,644937,4.745,4.088333333,875,353
2017,644964,645316,4.355555556,4.000555556,853,403
2018,645338,645834,4.466,4.0104,825,363
2019,646640,646833,4.552,4.119,1120,395
2020,646897,647133,4.603333333,4.17,1212,415
2021,647180,647294,NA,4.133333333,1244,477
2022,647320,647392,4.595,4.1425,1143,482
2023,647478,647590,4.658333333,4.201666667,1141,425
2024,647996,648395,4.287,4.0115,666,463
2025,648417,648774,4.298888889,3.962777778,773,493
2026,648799,648933,4.411428571,3.992857143,823,450
2027,649002,649072,4.6925,4.005,829,377
2028,649221,649514,4.646666667,4.174,784,467
2029,649975,650111,4.842857143,4.251428571,775,461
2030,650159,650292,4.937142857,4.177142857,809,344
2031,650397,650753,4.530555556,4.098888889,852,409
2032,650775,651031,4.748461538,4.203846154,885,324
2033,651118,651210,4.78,4.4,854,546
2034,651337,652052,4.672777778,4.307222222,915,339
2035,652135,652270,4.974285714,4.232857143,1382,575
2036,652355,652606,4.797692308,4.376153846,1190,381
2037,652634,653272,4.7246875,4.3278125,945,362
2038,654072,654289,4.477272727,4.205454545,902,303
2039,654354,654529,4.367777778,4.006666667,991,609
2040,654593,654729,4.332857143,4.054285714,831,541
2041,654778,655229,4.393478261,4.134347826,854,378
2042,655257,655329,4.5625,4.215,868,333
2043,655517,655969,4.818695652,4.332608696,861,437
2044,656175,656502,4.667647059,4.242941176,833,403
2045,656672,656908,4.695833333,4.284166667,842,370
2046,657154,657408,4.59,4.239230769,835,593
2047,657452,657709,4.384615385,4.032307692,844,652
2048,657738,657804,4.395,4.0225,867,641
2049,658012,658306,4.522,4.102666667,816,467
2050,658413,658483,4.83,4.17,829,545
2051,658553,658623,5.3,4.2125,876,338
2052,658692,658782,4.926,4.226,859,393
2053,658811,658901,4.732,4.192,839,411
2054,659137,659267,5.07,4.245714286,834,567
2055,659471,659622,4.75,4.275,846,541
2056,659858,660008,4.5325,4.0625,836,565
2057,660116,660488,4.707894737,4.254210526,936,513
2058,660517,660908,4.862,4.363,922,454
2059,661288,662502,4.776393443,4.434098361,983,284
2060,662531,662703,4.837777778,4.495555556,977,197
2061,662768,662844,4.7475,4.4325,958,317
2062,662872,663062,4.909,4.462,986,284
2063,663152,663341,4.88,4.285,964,381
2064,663411,663923,5.014230769,4.521923077,1064,229
2065,663951,664001,4.733333333,4.583333333,1040,200
2066,664030,664162,4.874285714,4.642857143,1038,184
2067,664227,664358,4.827142857,4.457142857,958,306
2068,664427,664745,4.84625,4.48375,984,252
2069,664771,664904,4.757142857,4.481428571,994,211
2070,665326,665402,4.975,4.6675,1006,143
2071,665847,665961,4.525,4.326666667,830,522
2072,666227,666477,4.413076923,4.055384615,968,537
2073,666545,666639,4.362,4.038,933,446
2074,666665,666925,4.391538462,4.014615385,908,364
2075,666974,667277,4.25625,3.848125,964,414
2076,667504,667624,4.253333333,3.95,786,482
2077,667824,667961,4.327142857,3.907142857,946,535
2078,667984,668501,4.310384615,3.961538462,859,551
2079,668525,668761,4.565833333,3.999166667,849,513
2080,668784,668903,4.4,3.953333333,893,522
2081,668933,669183,4.389230769,3.902307692,932,571
2082,669248,669599,4.238333333,3.839444444,849,675
2083,669648,670103,4.414782609,3.797826087,861,631
2084,670408,670680,4.468571429,3.969285714,1070,576
2085,670929,671039,4.44,3.926666667,1168,590
2086,671243,671561,4.48,4.041875,863,581
2087,671982,672459,4.764583333,4.315416667,860,524
2088,672487,672618,4.804285714,4.29,890,525
2089,672945,673799,4.609534884,4.210697674,963,436
2090,674121,674237,4.501666667,4.15,825,491
2091,674760,674858,4.526,4.056,1104,684
2092,674965,675095,4.578571429,4.04,1089,606
2093,675642,675733,4.44,3.932,1120,710
2094,676041,676215,4.534444444,4.142222222,815,585
2095,676241,676377,4.478571429,4.092857143,828,502
2096,676402,676672,4.427857143,4.010714286,860,482
2097,676882,676977,4.456,4.098,838,489
2098,677082,677175,4.852,4.196,862,377
2099,677282,677774,4.3572,4.036,858,387
2100,677839,678216,4.213157895,3.900526316,932,448
2101,678280,678355,4.2325,3.995,633,369
2102,678405,678474,4.245,3.9675,687,394
2103,678504,678594,4.268,3.948,728,400
2104,678623,678754,4.378571429,3.974285714,750,431
2105,679344,679436,4.356,4.052,790,403
2106,679658,679788,4.454285714,3.98,1035,406
2107,679817,680028,4.392727273,3.977272727,1045,476
2108,680118,680248,4.372857143,4.012857143,792,569
2109,680358,680454,4.798,4.002,624,524
2110,680598,680834,4.445,4.048333333,884,483
2111,681017,681114,4.318,3.948,673,524
2112,681177,681396,4.276363636,3.898181818,956,497
2113,681620,682015,4.2775,3.9805,754,536
2114,682105,682195,4.2,3.856,748,427
2115,682279,682572,4.250666667,3.842,1058,443
2116,682596,682692,4.306,3.886,1066,489
2117,682897,683007,4.41,3.918333333,1021,560
2118,683036,683266,4.426666667,3.975833333,1063,546
2119,683320,683474,4.68,4.1175,1042,467
2120,683558,683891,4.677058824,4.183529412,1046,376
2121,683956,684090,4.598571429,4.167142857,945,479
2122,684358,684850,4.792,4.2996,990,362
2123,684881,685131,4.884615385,4.39,969,340
2124,685156,685292,4.714285714,4.347142857,929,394
2125,685517,685593,4.725,4.385,844,569
2126,685994,686331,4.640588235,4.220625,978,643
2127,686435,686531,4.472,4.02,931,563
2128,686638,686748,4.235,3.94,938,604
2129,686797,686867,4.42,3.9375,1008,648
2130,686895,687045,4.44,3.96375,979,620
2131,687234,687304,4.3975,4.0075,984,543
2132,687553,687651,4.386,4.062,784,412
2133,687695,687809,4.305,4.046666667,782,531
2134,688136,688206,4.66,4.0775,967,622
2135,688235,688466,4.5875,4.089166667,960,596
2136,688514,688683,4.541111111,4.112222222,1000,525
2137,688713,688888,4.444444444,4.037777778,973,540
2138,688913,689288,4.391578947,3.86,1043,514
2139,689414,689665,4.290769231,3.91,917,356
2140,689754,690046,4.199333333,3.854,733,320
2141,690116,690286,4.286666667,3.885555556,786,450
2142,690637,690807,4.407777778,3.9,1070,488
2143,690896,690986,4.31,3.924,1001,396
2144,691016,691364,4.272777778,3.955,945,356
2145,691394,691570,4.425555556,4.06,913,344
2146,691653,692705,4.350754717,3.983962264,843,422
2147,692730,693044,4.401875,4.04125,878,419
2148,693233,693627,4.428,4.091,828,454
2149,693670,694087,4.33952381,4.032380952,770,394
2150,694392,694548,4.60375,4.16,779,519
2151,694769,694868,4.5,4.154,802,307
2152,695275,695505,4.545833333,4.040833333,958,520
2153,695615,695865,4.422307692,3.971538462,954,548
2154,695949,696105,4.51375,4.09125,1088,290
2155,696153,696305,4.42875,4.0475,1054,253
2156,696335,696405,4.395,4.1025,1046,214
2157,696488,697540,4.54245283,4.087169811,939,433
2158,697568,697746,4.588888889,4.131111111,925,483
2159,698190,698265,4.9525,4.345,788,589
2160,698308,698424,4.773333333,4.343333333,753,565
2161,698571,698782,4.878181818,4.244545455,746,550
2162,698951,699121,4.762222222,4.162222222,950,530
2163,699291,699622,4.674117647,4.168235294,794,396
2164,699686,700064,4.344210526,3.997894737,933,481
2165,700107,700304,4.432,4.103,948,491
2166,700408,700604,4.474,4.236,922,380
2167,700654,700764,4.606666667,4.335,886,310
2168,700834,701103,4.662857143,4.293571429,792,442
2169,701231,701622,4.418,4.0665,925,540
2170,701652,702020,4.204736842,3.771578947,919,541
2171,702310,702858,4.332592593,3.9025,879,535
2172,702888,702997,4.601666667,3.95,857,443
2173,703126,703223,4.478,4.02,845,585
2174,703466,703598,4.205714286,3.84,862,541
2175,703746,704901,4.334482759,3.903965517,877,521
2176,704931,705041,4.766666667,4.13,877,498
2177,705085,705161,4.58,4.095,851,372
2178,705227,705358,4.472857143,4.047142857,873,448
2179,705423,705619,4.3,3.922,927,549
2180,705646,705858,4.373636364,3.988181818,882,557
2181,705904,705977,4.4625,4.0775,872,416
2182,706004,706260,4.649230769,4.096923077,905,448
2183,706303,706793,4.4592,4.0872,907,363
2184,706823,706921,4.514,4.178,985,349
2185,706984,707158,4.578888889,4.293333333,960,311
2186,707184,707554,4.646315789,4.46,931,266
2187,707604,707715,4.618333333,4.423333333,839,213
2188,707744,707854,4.621666667,4.463333333,819,180
2189,707883,708015,4.707142857,4.494285714,805,132
2190,708043,708240,4.841,4.441,812,116
2191,708321,708391,4.825,4.4425,806,263
2192,708424,708579,4.9275,4.4475,809,275
2193,708684,708760,4.7425,4.4225,793,346
2194,709164,709256,4.684,4.298,803,407
2195,709480,711137,4.349518072,3.993614458,849,436
2196,711281,711436,5.07,4.1925,869,361
2197,711465,711536,5.35,4.245,994,475
2198,711562,711638,5.1725,4.2675,870,346
2199,711682,711936,4.852307692,4.337692308,871,415
2200,711986,712195,4.830909091,4.465454545,808,406
2201,712265,712395,4.827142857,4.385714286,845,483
2202,712779,712877,5.106,4.418,909,408
2203,713061,713235,4.822222222,4.243333333,874,472
2204,713403,713634,NA,4.1,1125,622
2205,713664,713755,NA,4.08,1098,592
2206,713825,714014,NA,4.046,918,608
2207,714103,714172,4.435,4.0925,859,381
2208,714221,714354,4.451428571,4.112857143,871,303
2209,714397,714809,4.352857143,3.951904762,803,326
2210,714858,714996,4.332857143,3.961428571,905,334
2211,715045,715154,4.473333333,4.065,973,317
2212,715183,715316,4.607142857,4.125714286,970,290
2213,715442,715556,4.63,4.101666667,830,308
2214,715578,715753,4.456666667,4.055555556,801,318
2215,715817,716012,4.749,4.132,870,301
2216,716098,716295,4.601,4.088,920,591
2217,716758,716829,4.5775,3.945,728,693
2218,716879,716949,4.33,4.0175,747,776
2219,717160,717313,4.39625,3.96125,930,496
2220,717437,717570,4.435714286,3.955714286,846,431
2221,717881,717971,4.162,3.754,1420,553
2222,718417,718953,4.382222222,4.02037037,793,430
2223,718981,719408,4.404090909,3.975454545,823,437
2224,719456,719550,4.484,4.068,838,525
2225,719577,719748,4.631111111,4.075555556,854,511
2226,719779,719909,4.613333333,4.077142857,844,511
2227,720101,720311,4.690909091,4.021818182,889,436
2228,720362,720432,4.7675,4.065,852,389
2229,720534,720712,4.716666667,4.15,815,499
2230,720781,720991,4.596363636,4.056363636,874,449
2231,721039,721170,4.398571429,3.98,791,537
2232,721233,721527,4.406666667,4.004666667,741,540
2233,721556,721752,4.23,3.9,755,535
2234,721933,722067,4.783333333,4.05,895,623
2235,722121,722432,4.66875,4.101875,844,647
2236,722458,722849,4.4905,4.0635,862,569
2237,723053,723163,4.973333333,4.166666667,926,653
2238,723734,724030,4.538,3.982666667,1024,652
2239,724433,724706,4.443571429,4.031428571,947,415
2240,724796,724947,4.45,4.0425,975,300
2241,725017,725344,4.281764706,3.889411765,939,437
2242,725431,725726,4.412,4.033333333,709,332
2243,725876,726486,4.458709677,4.027741935,893,486
2244,726532,726670,4.398571429,3.962857143,783,561
2245,726731,727028,4.424666667,4.042,914,481
2246,727077,727286,4.346363636,3.932727273,838,559
2247,727495,727605,4.491666667,4.008333333,1005,429
2248,728175,728368,4.551,4.094,945,531
2249,728511,728628,4.635,4.215,830,367
2250,728674,728767,4.752,4.302,859,435
2251,728969,729803,4.618571429,4.437857143,808,187
2252,729890,730040,4.87125,4.51375,940,59
2253,730370,730621,4.734615385,4.431538462,903,101
2254,730671,731986,4.633787879,4.411363636,820,207
2255,732109,732303,4.601,4.223,800,197
2256,732328,732498,4.556666667,4.355555556,809,163
2257,732567,732686,4.62,4.156666667,776,419
2258,732992,733123,4.55,4.047142857,938,556
2259,733151,733339,4.534444444,4.065,937,560
2260,733747,733877,4.422857143,4.038571429,861,438
2261,733907,734040,4.64,4.097142857,872,436
2262,734107,734238,4.475714286,4.074285714,849,434
2263,734267,734504,4.430833333,4.041666667,861,388
2264,734526,735185,4.505151515,4.131515152,903,382
2265,735386,735457,4.6325,4.3425,992,312
2266,735567,735638,4.5325,4.17,921,433
2267,735807,735897,4.456,4.204,699,402
2268,735926,736043,4.483333333,4.133333333,731,360
2269,736245,736343,4.684,4.17,887,495
2270,736531,736600,4.7325,4.29,859,598
2271,736650,736801,4.66375,4.22125,841,489
2272,736866,737082,4.545454545,4.165454545,804,380
2273,737107,737738,4.564375,4.108125,817,347
2274,737765,738023,4.646923077,4.158461538,892,319
2275,738587,738677,4.788,4.37,841,341
2276,738927,739017,4.558,4.156,935,375
2277,739066,739136,4.4475,4.08,985,455
2278,739226,739340,4.785,4.071666667,1035,427
2279,739365,739620,4.716153846,4.099230769,1038,439
2280,739684,739781,4.556,4.102,899,567
2281,740125,740241,4.951666667,4.165,729,623
2282,740308,740400,5.064,4.152,749,595
2283,740589,740659,4.83,4.1375,819,475
2284,741126,741301,4.576666667,4.175555556,708,643
2285,741464,741573,4.693333333,4.256666667,967,444
2286,741804,742059,4.651538462,4.066923077,1068,556
2287,742145,742296,4.574285714,4.07,1047,442
2288,742506,742759,4.800769231,4.192307692,1081,507
